Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,Direction,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,Uncued.thisRepN,Uncued.thisTrialN,Uncued.thisN,Uncued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,direction_options.started,direction_options.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,17.091830099998333,None,2,0.49834150000242516,17.091830099998333,None,,,,,,,,,,,,,,,,,,,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,None,1,rhino.jpg,Animal,ArrowLeft.png,None,None,None,0,0,0,3,0,0,0,3,,,,,,,,,,,1,0.681167299997469,17.66273160000128,None,17.66273160000128,None,17.66273160000128,None,20.631875499995658,None,,,,,,,,,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,None,2,platypus.jpg,Animal,ArrowUp.png,None,None,None,0,0,0,3,0,1,1,2,,,,,,,,,,,2,0.657120699994266,21.6335098999989,None,21.6335098999989,None,21.6335098999989,None,24.617126899996947,None,,,,,,,,,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,None,3,lynx.jpg,Animal,ArrowRight.png,None,None,None,0,0,0,3,0,2,2,1,,,,,,,,,,,3,0.5613104999938514,25.618712899995444,None,25.618712899995444,None,25.618712899995444,None,28.618872599996394,None,,,,,,,,,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,None,1,lioness.jpg,Animal,ArrowLeft.png,None,None,None,0,0,0,3,0,3,3,0,,,,,,,,,,,1,0.4872700999985682,29.621059500001138,None,29.621059500001138,None,29.621059500001138,None,32.62084669999604,None,,,,,,,,,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,None,1,lioness.jpg,Animal,ArrowLeft.png,None,None,None,0,0,0,3,,,,,0,0,0,0,,,,,,,,,,,,,,,36.622518799995305,None,3,0.9254555000006803,33.65436159999808,None,33.65436159999808,None,33.65436159999808,None,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,None,1,rhino.jpg,Animal,ArrowLeft.png,None,None,None,0,0,0,3,,,,,0,1,1,3,,,,,,,,,,,,,,,40.624295800000255,None,2,0.2923635999977705,37.62559129999863,None,37.62559129999863,None,37.62559129999863,None,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,None,3,lynx.jpg,Animal,ArrowRight.png,None,None,None,0,0,0,3,,,,,0,2,2,1,,,,,,,,,,,,,,,44.626019199997245,None,1,0.3021828999990248,41.62762719999591,None,41.62762719999591,None,41.62762719999591,None,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,None,2,platypus.jpg,Animal,ArrowUp.png,None,None,None,0,0,0,3,,,,,0,3,3,2,,,,,,,,,,,,,,,48.628181799998856,None,1,0.596205399997416,45.62938449999638,None,45.62938449999638,None,45.62938449999638,None,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
12:16,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
20:24,None,3,bus.jpg,Vehicles,ArrowRight.png,None,None,None,0,1,1,5,0,0,0,2,,,,,,,,,,,3,0.8032003000043915,49.6604967999956,None,49.6604967999956,None,49.6604967999956,None,52.630079199996544,None,,,,,,,,,,001,2021_Dec_02_0316,Gallery_fMRI,2021.2.3,59.892361445908925,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.9447774000000209,53.632042099998216,None,53.632042099998216,None,53.632042099998216,None,,,,,,,,,,,,,,,,,
