Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,Direction,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,8.962943599995924,None,2,1.0008948000031523,8.962943599995924,None,,,,,,,,,,,,001,2021_Dec_02_0356,Gallery_fMRI,2021.2.3,59.754290356608834,
4:8,None,3,elephant.jpg,Animal,ArrowRight.png,None,None,None,0,0,0,1,0,0,0,3,,,,,,,3,0.9702861999976449,10.032056700001704,None,10.032056700001704,None,10.032056700001704,None,13.000875099998666,None,,001,2021_Dec_02_0356,Gallery_fMRI,2021.2.3,59.754290356608834,
,,,,,,,,,,,,,,,,,,,,,,,1,0.5115102000054321,14.002316999998584,None,14.002316999998584,None,14.002316999998584,None,,,,,,,,,
