trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Condition_rows,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,12.781366600014735,None,1,1.6733613000251353,12.781366600014735,None,,001,2021_Nov_23_1355,Gallery_fMRI,2021.2.3,144.02166084835824,
