NumberLetter,corrAns,StimFile,ImgType,ArrowImg,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,14.599775499897078,None,2,0.6135102000553161,14.599775499897078,None,,,,,,,,,,,,001,2021_Nov_10_1219,Gallery_fMRI,2021.2.3,None,
None,1,dromedary.jpg,Animal,ArrowLeft.png,None,None,0,0,0,6,,,,,,,2,8.202951400075108,15.342453700024635,None,15.342453700024635,18.396142599871382,15.342453700024635,18.396142599871382,23.58264150004834,None,,001,2021_Nov_10_1219,Gallery_fMRI,2021.2.3,None,
None,1,bedside_table.jpg,Furniture,ArrowLeft.png,None,None,0,1,1,36,,,,,,,1,1.4691691999323666,24.58451039995998,None,24.58451039995998,None,24.58451039995998,None,26.081135499989614,None,,001,2021_Nov_10_1219,Gallery_fMRI,2021.2.3,None,
None,3,lectern.jpg,Furniture,ArrowRight.png,None,None,0,2,2,43,,,,,,,3,0.7899378000292927,27.084598399931565,None,27.084598399931565,None,27.084598399931565,None,27.90045479987748,None,,001,2021_Nov_10_1219,Gallery_fMRI,2021.2.3,None,
None,1,tiger.jpg,Animal,ArrowLeft.png,None,None,0,3,3,18,,,,,,,1,0.7959913997910917,28.96065720007755,None,28.96065720007755,None,28.96065720007755,None,29.801458399975672,None,,001,2021_Nov_10_1219,Gallery_fMRI,2021.2.3,None,
