trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Direction,Scrambled,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,14.136753399972804,None,2,0.7895824000006542,14.136753399972804,None,,001,2022_Jan_04_1338,Gallery_fMRI_OneShotLearning,2021.2.3,None,
