text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.467369499994675,None,2,1.8825990000041202,9.467369499994675,None,,001,2021_Nov_23_1622,Gallery_fMRI,2021.2.3,144.1441441610759,
