trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Condition_rows,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,Direction,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,9.387650399999984,None,2,1.2273299999942537,9.387650399999984,None,,001,2021_Dec_02_0624,Gallery_fMRI,2021.2.3,59.90082818857565,
