corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Direction,Scrambled,old,ScrambledTrials_1.thisRepN,ScrambledTrials_1.thisTrialN,ScrambledTrials_1.thisN,ScrambledTrials_1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition_rows,Condition_rows_practice,text_4.started,text_4.stopped,Scrambled_img.started,Scrambled_img.stopped,Arrow1.started,Arrow1.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,Images/cow.jpg,Animal,ArrowRight.png,None,ArrowLeft.png,Images/cow_scrambled.jpg,None,0,0,0,2,,,,,,,12.430079599958844,None,22.50734090001788,None,22.50734090001788,None,,,,001,2022_Mar_25_1052,Gallery_fMRI_OneShotLearning,2021.2.3,140.4074344207128,
1,Images/cheetah.jpg,Animal,ArrowLeft.png,None,ArrowLeft.png,Images/cheetah_scrambled.jpg,None,0,1,1,1,,,,,,,,,26.453760999953374,None,26.453760999953374,None,,,,001,2022_Mar_25_1052,Gallery_fMRI_OneShotLearning,2021.2.3,140.4074344207128,
2,Images/crocodile.jpg,Animal,ArrowUp.png,right,ArrowLeft.png,Images/crocodile_scrambled.jpg,None,0,2,2,3,,,,,,,,,30.444472100003622,None,30.444472100003622,None,,,,001,2022_Mar_25_1052,Gallery_fMRI_OneShotLearning,2021.2.3,140.4074344207128,
2,Images/cat.jpg,Animal,ArrowUp.png,None,ArrowLeft.png,Images/cat_scrambled.jpg,None,0,3,3,0,,,,,,,,,34.44713370001409,None,34.44713370001409,None,,,,001,2022_Mar_25_1052,Gallery_fMRI_OneShotLearning,2021.2.3,140.4074344207128,
,,,,,,,,,,,,,,,,,,,,,,,,38.43830179993529,None,,,,,,,
