trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Condition_rows,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,StimFile,ImgType,ArrowImg,Direction,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.047888200031593,None,1,0.5788538999622688,13.047888200031593,None,,001,2022_Jan_03_2115,Gallery_fMRI_OneShotLearning,2021.2.3,None,
