text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.432437099982053,None,1,1.7794849000056274,16.432437099982053,None,,001,2022_Jan_04_1336,Gallery_fMRI_OneShotLearning,2021.2.3,None,
