corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Direction,Scrambled,old,ScrambledTrials_1.thisRepN,ScrambledTrials_1.thisTrialN,ScrambledTrials_1.thisN,ScrambledTrials_1.thisIndex,Scrambled_img.started,Scrambled_img.stopped,Arrow1.started,Arrow1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,Images/cow.jpg,Animal,ArrowRight.png,None,ArrowLeft.png,Images/cow_scrambled.jpg,None,0,0,0,2,8.660919600000852,None,8.660919600000852,8.660919600000852,,001,2022_Mar_29_1651,Gallery_fMRI_OneShotLearning,2021.2.3,144.0949182055362,
2,Images/cat.jpg,Animal,ArrowUp.png,None,ArrowLeft.png,Images/cat_scrambled.jpg,None,0,1,1,0,12.631356300000334,None,12.631356300000334,12.631356300000334,,001,2022_Mar_29_1651,Gallery_fMRI_OneShotLearning,2021.2.3,144.0949182055362,
1,Images/cheetah.jpg,Animal,ArrowLeft.png,None,ArrowLeft.png,Images/cheetah_scrambled.jpg,None,0,2,2,1,16.630295200000546,None,16.630295200000546,16.630295200000546,,001,2022_Mar_29_1651,Gallery_fMRI_OneShotLearning,2021.2.3,144.0949182055362,
2,Images/crocodile.jpg,Animal,ArrowUp.png,right,ArrowLeft.png,Images/crocodile_scrambled.jpg,None,0,3,3,3,20.630344400000467,None,20.630344400000467,20.630344400000467,,001,2022_Mar_29_1651,Gallery_fMRI_OneShotLearning,2021.2.3,144.0949182055362,
