trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Condition_rows,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,Direction,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,7.502532499995141,None,2,0.312653599998157,7.502532499995141,None,,,,,,,,,,001,2021_Dec_02_0342,Gallery_fMRI,2021.2.3,59.389934712582786,
,,,,,,,,,,,,,,,,,,,,,,,1,1.3890536000035354,7.874932699996862,None,7.874932699996862,None,7.874932699996862,None,,,,,,,
