Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,False_StimFile,DurationTrial,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,Uncued.thisRepN,Uncued.thisTrialN,Uncued.thisN,Uncued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,polygon.started,polygon.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8:12,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,None,2,cat.jpg,Animal,ArrowUp.png,None,None,0,9,9,0,0,0,0,2,,,,,,,,,,,124.20075880014338,None,1,0.4078806000761688,123.76643520011567,None,123.76643520011567,None,123.76643520011567,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,None,1,armadillo.jpg,Animal,ArrowLeft.png,None,10,0,9,9,0,0,1,1,0,,,,,,,,,,,125.58458590018563,None,1,0.2826634000521153,125.28318880009465,None,125.28318880009465,None,125.28318880009465,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,None,3,bat.jpg,Animal,ArrowRight.png,None,None,0,9,9,0,0,2,2,1,,,,,,,,,,,127.06669160001911,None,1,0.37914999993517995,126.65078420005739,None,126.65078420005739,None,126.65078420005739,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,None,1,cheetah.jpg,Animal,ArrowLeft.png,None,None,0,9,9,0,0,3,3,3,,,,,,,,,,,128.40268830000423,None,1,0.2727558999322355,128.10151610011235,None,128.10151610011235,None,128.10151610011235,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,None,1,armadillo.jpg,Animal,ArrowLeft.png,None,10,0,9,9,0,,,,,0,0,0,0,,,,,,,129.7865275000222,None,,,,,,,,,1,0.2716734998393804,129.48612490016967,None,129.48612490016967,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,None,3,bat.jpg,Animal,ArrowRight.png,None,None,0,9,9,0,,,,,0,1,1,1,,,,,,,131.27053060010076,None,,,,,,,,,1,0.37291710008867085,130.87038950016722,None,130.87038950016722,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,None,2,cat.jpg,Animal,ArrowUp.png,None,None,0,9,9,0,,,,,0,2,2,2,,,,,,,132.58785560005344,None,,,,,,,,,1,0.25068189995363355,132.30624010018073,None,132.30624010018073,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,None,1,cheetah.jpg,Animal,ArrowLeft.png,None,None,0,9,9,0,,,,,0,3,3,3,,,,,,,133.9718053000979,None,,,,,,,,,1,0.31294300011359155,133.59013560018502,None,133.59013560018502,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
0:4,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,None,1,plane.jpg,Vehicles,ArrowLeft.png,None,None,0,10,10,6,0,0,0,3,,,,,,,,,,,136.58982380013913,None,2,0.4723264002241194,136.03427599999122,None,136.03427599999122,None,136.03427599999122,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,None,3,motorbike.jpg,Vehicles,ArrowRight.png,None,None,0,10,10,6,0,1,1,1,,,,,,,,,,,138.00700179999694,None,2,0.3944834000431001,137.59190700016916,None,137.59190700016916,None,137.59190700016916,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,None,2,paragliding.jpg,Vehicles,ArrowUp.png,None,None,0,10,10,6,0,2,2,2,,,,,,,,,,,139.52428340003826,None,3,0.45574170001782477,139.00871720002033,None,139.00871720002033,None,139.00871720002033,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,None,1,cart.jpg,Vehicles,ArrowLeft.png,None,None,0,10,10,6,0,3,3,0,,,,,,,,,,,140.90651740017347,None,1,0.2678750001359731,140.60594660020433,None,140.60594660020433,None,140.60594660020433,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,None,2,paragliding.jpg,Vehicles,ArrowUp.png,None,None,0,10,10,6,,,,,0,0,0,2,,,,,,,142.29034850001335,None,,,,,,,,,3,0.2548944998998195,142.00909440009855,None,142.00909440009855,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,None,1,plane.jpg,Vehicles,ArrowLeft.png,None,None,0,10,10,6,,,,,0,1,1,3,,,,,,,143.55964710004628,None,,,,,,,,,2,0.23378039989620447,143.2944557000883,None,143.2944557000883,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,None,3,motorbike.jpg,Vehicles,ArrowRight.png,None,None,0,10,10,6,,,,,0,2,2,1,,,,,,,144.90828740014695,None,,,,,,,,,1,0.2024694001302123,144.62968860007823,None,144.62968860007823,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,None,1,cart.jpg,Vehicles,ArrowLeft.png,None,None,0,10,10,6,,,,,0,3,3,0,,,,,,,146.19422030006535,None,,,,,,,,,1,0.2554134000092745,145.91270300000906,None,145.91270300000906,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
24:28,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,None,3,stool.jpg,Furniture,ArrowRight.png,None,None,0,11,11,11,0,0,0,2,,,,,,,,,,,148.92818649997935,None,3,0.500700700096786,148.36089990008622,None,148.36089990008622,None,148.36089990008622,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,None,2,table.jpg,Furniture,ArrowUp.png,None,None,0,11,11,11,0,1,1,3,,,,,,,,,,,150.2960238000378,None,3,0.2747959999833256,150.00988230016083,None,150.00988230016083,None,150.00988230016083,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,None,1,sofa.jpg,Furniture,ArrowLeft.png,None,None,0,11,11,11,0,2,2,1,,,,,,,,,,,151.54661180009134,None,3,0.20870029996149242,151.31227630004287,None,151.31227630004287,None,151.31227630004287,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,None,2,rocking_chair.jpg,Furniture,ArrowUp.png,None,None,0,11,11,11,0,3,3,0,,,,,,,,,,,152.79769120016135,None,3,0.18666610005311668,152.56337910005823,None,152.56337910005823,None,152.56337910005823,None,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,None,3,stool.jpg,Furniture,ArrowRight.png,None,None,0,11,11,11,,,,,0,0,0,2,,,,,,,154.22846700018272,None,,,,,,,,,3,0.2763559001032263,153.8641030001454,None,153.8641030001454,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,None,1,sofa.jpg,Furniture,ArrowLeft.png,None,None,0,11,11,11,,,,,0,1,1,1,,,,,,,155.61534740007482,None,,,,,,,,,3,0.2943281999323517,155.23343780008145,None,155.23343780008145,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,None,2,rocking_chair.jpg,Furniture,ArrowUp.png,None,None,0,11,11,11,,,,,0,2,2,0,,,,,,,156.98390790005215,None,,,,,,,,,3,0.2747742999345064,156.61735559999943,None,156.61735559999943,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,None,2,table.jpg,Furniture,ArrowUp.png,None,None,0,11,11,11,,,,,0,3,3,3,,,,,,,158.25049660005607,None,,,,,,,,,3,0.1546774001326412,158.00141690019518,None,158.00141690019518,None,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
44:48,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_10_1456,Gallery_fMRI,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.25046120001934,None,,,,,,,
