Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,Direction,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,8.904621399997268,None,3,1.2175327000004472,8.904621399997268,None,,,,,,,,,,,,001,2021_Dec_02_0604,Gallery_fMRI,2021.2.3,59.89817310611289,
12:16,None,1,rhino.jpg,Animal,ArrowLeft.png,None,None,None,0,0,0,3,0,0,0,3,,,,,,,1,1.0511740000001737,10.191217799998412,None,10.191217799998412,None,10.191217799998412,None,13.160215099997004,None,,001,2021_Dec_02_0604,Gallery_fMRI,2021.2.3,59.89817310611289,
,,,,,,,,,,,,,,,,,,,,,,,2,0.44704169999749865,14.16308890000073,None,14.16308890000073,None,14.16308890000073,None,,,,,,,,,
