Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,False_StimFile,DurationTrial,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,Uncued.thisRepN,Uncued.thisTrialN,Uncued.thisN,Uncued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,polygon.started,polygon.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,7.180152800000542,None,1,0.8040129999999408,7.180152800000542,None,,,,,,,,,,,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,None,1,cart.jpg,Vehicles,ArrowLeft.png,None,None,0,0,0,6,0,0,0,0,,,,,,,,,,,10.612879400000566,None,1,1.5219758000002912,9.06119630000012,None,9.06119630000012,None,9.06119630000012,None,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,None,1,plane.jpg,Vehicles,ArrowLeft.png,None,None,0,0,0,6,0,1,1,3,,,,,,,,,,,12.663834700000734,None,1,1.025933000000805,11.615619800000786,None,11.615619800000786,None,11.615619800000786,None,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,None,2,paragliding.jpg,Vehicles,ArrowUp.png,None,None,0,0,0,6,0,2,2,2,,,,,,,,,,,15.615194100000735,None,2,1.9126218000001245,13.680266700000175,None,13.680266700000175,None,13.680266700000175,None,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,None,3,motorbike.jpg,Vehicles,ArrowRight.png,None,None,0,0,0,6,0,3,3,1,,,,,,,,,,,17.94961350000085,None,3,1.3011369999994713,16.631735000000845,None,16.631735000000845,None,16.631735000000845,None,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,None,2,paragliding.jpg,Vehicles,ArrowUp.png,None,None,0,0,0,6,,,,,0,0,0,2,,,,,,,20.834269400000267,None,,,,,,,,,2,1.8203858000006221,18.983407100000477,None,18.983407100000477,None,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,None,1,plane.jpg,Vehicles,ArrowLeft.png,None,None,0,0,0,6,,,,,0,1,1,3,,,,,,,22.585093300000153,None,,,,,,,,,1,0.721909300000334,21.836660400000255,None,21.836660400000255,None,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,None,3,motorbike.jpg,Vehicles,ArrowRight.png,None,None,0,0,0,6,,,,,0,2,2,1,,,,,,,24.25250800000049,None,,,,,,,,,2,0.634783299999981,23.58756280000034,None,23.58756280000034,None,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,None,1,cart.jpg,Vehicles,ArrowLeft.png,None,None,0,0,0,6,,,,,0,3,3,0,,,,,,,26.286826600000495,None,,,,,,,,,2,1.0025295000004917,25.255817400000524,None,25.255817400000524,None,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
24:28,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
16:20,None,3,turtle.jpg,Animal,ArrowRight.png,None,None,0,1,1,4,0,0,0,3,,,,,,,,,,,30.788811600000372,None,3,2.437371100000746,28.321276800000305,None,28.321276800000305,None,28.321276800000305,None,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
16:20,None,2,tapir.jpg,Animal,ArrowUp.png,None,None,0,1,1,4,0,1,1,1,,,,,,,,,,,32.57291170000008,None,2,0.7386663999996017,31.80535560000044,None,31.80535560000044,None,31.80535560000044,None,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
16:20,None,1,tiger.jpg,Animal,ArrowLeft.png,None,None,0,1,1,4,0,2,2,2,,,,,,,,,,,34.158029300000635,None,1,0.5487493000000541,33.589486200000465,None,33.589486200000465,None,33.589486200000465,None,,,,,,,,001,2021_Nov_10_1710,Gallery_fMRI,2021.2.3,60.18215935989841,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,35.173995100000866,None,35.173995100000866,None,35.173995100000866,None,,,,,,,,,,,,,
