Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,Direction,Randomization_loop.thisRepN,Randomization_loop.thisTrialN,Randomization_loop.thisN,Randomization_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,key_resp_1.keys,key_resp_1.started,key_resp_1.stopped,Arrow.started,Arrow.stopped,text_3.started,text_3.stopped,polygon.started,polygon.stopped,key_resp_1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,8.620659799998975,None,1,1.390647899999749,8.620659799998975,None,,,,,,,,,,,,001,2021_Dec_01_2216,Gallery_fMRI,2021.2.3,59.971417622459214,
28:32,None,2,ship.jpg,Vehicles,ArrowUp.png,None,None,None,,,,,0,0,0,7,0,0,0,1,,,,,,,None,10.14722079999774,None,10.14722079999774,None,10.14722079999774,None,13.133961999999883,None,,,001,2021_Dec_01_2216,Gallery_fMRI,2021.2.3,59.971417622459214,
28:32,None,3,tractor.jpg,Vehicles,ArrowRight.png,None,None,None,,,,,0,0,0,7,0,1,1,3,,,,,,,3,14.134539099999529,None,14.134539099999529,None,14.134539099999529,None,17.13576589999866,None,0.4628860999982862,,001,2021_Dec_01_2216,Gallery_fMRI,2021.2.3,59.971417622459214,
