corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Direction,Scrambled,old,Condition_rows,Condition_rows_practice,ScrambledTrials_1.thisRepN,ScrambledTrials_1.thisTrialN,ScrambledTrials_1.thisN,ScrambledTrials_1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,Uncued.thisRepN,Uncued.thisTrialN,Uncued.thisN,Uncued.thisIndex,ScrambledTrials_2.thisRepN,ScrambledTrials_2.thisTrialN,ScrambledTrials_2.thisN,ScrambledTrials_2.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_2.started,polygon_2.stopped,Scrambled_img.started,Scrambled_img.stopped,Arrow1.started,Arrow1.stopped,text_3.started,text_3.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,Congruency,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,direction_options.started,direction_options.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,Images/stool.jpg,Furniture,ArrowRight.png,,ArrowUp.png,,,44:48,None,,,,,0,3,3,11,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,3,1.0710693063268764,464.63657109276585,None,464.63657109276585,None,464.63657109276585,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/rocking_chair.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,44:48,None,,,,,0,3,3,11,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,2,0.7044129618291208,470.64910783616847,None,470.64910783616847,None,470.64910783616847,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,44:48,None,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bus.jpg,Vehicles,ArrowRight.png,,neutral,,,20:24,None,,,,,0,4,4,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,3,2.786993832503981,476.6983310929535,None,476.6983310929535,None,476.6983310929535,None,Neutral,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/boat.jpg,Vehicles,ArrowLeft.png,,neutral,,,20:24,None,,,,,0,4,4,5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1,3.5873759873505833,482.664897822257,None,482.664897822257,None,482.664897822257,None,Neutral,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/zebra.jpg,Animal,ArrowLeft.png,,neutral,,,20:24,None,,,,,0,4,4,5,0,2,2,0,,,,,,,,,,,,,,,,,,,,,1,1.6233021205019895,488.70181717092805,None,488.70181717092805,None,488.70181717092805,None,Neutral,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/car.jpg,Vehicles,ArrowRight.png,,neutral,,,20:24,None,,,,,0,4,4,5,0,3,3,3,,,,,,,,,,,,,,,,,,,,,3,1.5102861000265193,494.68377830092413,None,494.68377830092413,None,494.68377830092413,None,Neutral,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/boat.jpg,Vehicles,ArrowLeft.png,,neutral,,,20:24,None,,,,,0,4,4,5,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,1,1.7032329502401353,500.6846838366564,None,500.6846838366564,None,500.6846838366564,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/zebra.jpg,Animal,ArrowLeft.png,,neutral,,,20:24,None,,,,,0,4,4,5,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,1,2.3138962786234742,506.6679399296685,None,506.6679399296685,None,506.6679399296685,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bus.jpg,Vehicles,ArrowRight.png,,neutral,,,20:24,None,,,,,0,4,4,5,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,3,0.8320542054627822,512.6846870623342,None,512.6846870623342,None,512.6846870623342,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/car.jpg,Vehicles,ArrowRight.png,,neutral,,,20:24,None,,,,,0,4,4,5,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,3,0.7500498513841194,518.6476096554507,None,518.6476096554507,None,518.6476096554507,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,20:24,None,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/tractor.jpg,Vehicles,ArrowRight.png,,ArrowRight.png,,,28:32,None,,,,,0,5,5,7,0,0,0,3,,,,,,,,,,,,,,,,,,,,,3,1.5830239615077062,524.6804731541499,None,524.6804731541499,None,524.6804731541499,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/ship.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,28:32,None,,,,,0,5,5,7,0,1,1,1,,,,,,,,,,,,,,,,,,,,,2,1.3027201847668266,530.6647001761806,None,530.6647001761806,None,530.6647001761806,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/scooter.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,28:32,None,,,,,0,5,5,7,0,2,2,0,,,,,,,,,,,,,,,,,,,,,2,1.300393591340594,536.6499347826597,None,536.6499347826597,None,536.6499347826597,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/skateboard.jpg,Vehicles,ArrowRight.png,,ArrowRight.png,,,28:32,None,,,,,0,5,5,7,0,3,3,2,,,,,,,,,,,,,,,,,,,,,3,1.4464109349305545,542.665742070111,None,542.665742070111,None,542.665742070111,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/scooter.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,28:32,None,,,,,0,5,5,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,2,2.564288931584997,548.6668168073063,None,548.6668168073063,None,548.6668168073063,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/skateboard.jpg,Vehicles,ArrowRight.png,,ArrowRight.png,,,28:32,None,,,,,0,5,5,7,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,3,1.0331766826896,554.6498210042064,None,554.6498210042064,None,554.6498210042064,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/tractor.jpg,Vehicles,ArrowRight.png,,ArrowRight.png,,,28:32,None,,,,,0,5,5,7,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,3,1.2060304926253593,560.6498855177624,None,560.6498855177624,None,560.6498855177624,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/ship.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,28:32,None,,,,,0,5,5,7,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,2,0.7231779025821652,566.6496389000322,None,566.6496389000322,None,566.6496389000322,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,28:32,None,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/crocodile.jpg,Animal,ArrowUp.png,,ArrowLeft.png,,,4:8,4:8,,,,,0,6,6,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,2,1.4062855557667717,572.6953634693748,None,572.6953634693748,None,572.6953634693748,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/elephant.jpg,Animal,ArrowRight.png,,ArrowLeft.png,,,4:8,4:8,,,,,0,6,6,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,3,1.2382517881983404,578.6623084827115,None,578.6623084827115,None,578.6623084827115,None,Incongruent_opposite,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/cow.jpg,Animal,ArrowLeft.png,,ArrowLeft.png,,,4:8,4:8,,,,,0,6,6,1,0,2,2,0,,,,,,,,,,,,,,,,,,,,,1,2.0842192217553475,584.6652561657365,None,584.6652561657365,None,584.6652561657365,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/dromedary.jpg,Animal,ArrowLeft.png,,ArrowLeft.png,,,4:8,4:8,,,,,0,6,6,1,0,3,3,2,,,,,,,,,,,,,,,,,,,,,1,1.329851360766952,590.6654851888604,None,590.6654851888604,None,590.6654851888604,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/cow.jpg,Animal,ArrowLeft.png,,ArrowLeft.png,,,4:8,4:8,,,,,0,6,6,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,1,1.6284725887765035,596.6817472968821,None,596.6817472968821,None,596.6817472968821,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/crocodile.jpg,Animal,ArrowUp.png,,ArrowLeft.png,,,4:8,4:8,,,,,0,6,6,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,2,1.3497106860252188,602.648443346541,None,602.648443346541,None,602.648443346541,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/dromedary.jpg,Animal,ArrowLeft.png,,ArrowLeft.png,,,4:8,4:8,,,,,0,6,6,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,1,0.8617327871968428,608.6482987775269,None,608.6482987775269,None,608.6482987775269,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/elephant.jpg,Animal,ArrowRight.png,,ArrowLeft.png,,,4:8,4:8,,,,,0,6,6,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_opposite,3,0.7577917713547322,614.6481545017559,None,614.6481545017559,None,614.6481545017559,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,4:8,4:8,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/cart.jpg,Vehicles,ArrowLeft.png,,ArrowRight.png,,,24:28,None,,,,,0,7,7,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1.9258739240899558,620.6939429981678,None,620.6939429981678,None,620.6939429981678,None,Incongruent_opposite,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/plane.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,24:28,None,,,,,0,7,7,6,0,1,1,3,,,,,,,,,,,,,,,,,,,,,2,2.839553613111093,626.6611223130103,None,626.6611223130103,None,626.6611223130103,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/motorbike.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,24:28,None,,,,,0,7,7,6,0,2,2,1,,,,,,,,,,,,,,,,,,,,,2,2.147014371274281,632.6625688828833,None,632.6625688828833,None,632.6625688828833,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/paragliding.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,24:28,None,,,,,0,7,7,6,0,3,3,2,,,,,,,,,,,,,,,,,,,,,2,1.904546035700605,638.6639521121738,None,638.6639521121738,None,638.6639521121738,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/paragliding.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,24:28,None,,,,,0,7,7,6,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,2,1.1492444876098489,644.6801394431191,None,644.6801394431191,None,644.6801394431191,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/cart.jpg,Vehicles,ArrowLeft.png,,ArrowRight.png,,,24:28,None,,,,,0,7,7,6,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_opposite,1,1.1062708349461445,650.647009386136,None,650.647009386136,None,650.647009386136,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/plane.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,24:28,None,,,,,0,7,7,6,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,2,2.5035274252991258,656.6466390196754,None,656.6466390196754,None,656.6466390196754,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/motorbike.jpg,Vehicles,ArrowUp.png,,ArrowRight.png,,,24:28,None,,,,,0,7,7,6,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,2,0.8064575723667531,662.6466451777876,None,662.6466451777876,None,662.6466451777876,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,24:28,None,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/tiger.jpg,Animal,ArrowRight.png,,neutral,,,16:20,None,,,,,0,8,8,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,3,1.6259803128086787,668.6919756279515,None,668.6919756279515,None,668.6919756279515,None,Neutral,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/turtle.jpg,Animal,ArrowLeft.png,,neutral,,,16:20,None,,,,,0,8,8,4,0,1,1,3,,,,,,,,,,,,,,,,,,,,,1,1.7740157577293303,674.6758495848846,None,674.6758495848846,None,674.6758495848846,None,Neutral,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/snake.jpg,Animal,ArrowUp.png,,neutral,,,16:20,None,,,,,0,8,8,4,0,2,2,0,,,,,,,,,,,,,,,,,,,,,2,1.6182812063800611,680.6764337258103,None,680.6764337258103,None,680.6764337258103,None,Neutral,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/tapir.jpg,Animal,ArrowRight.png,,neutral,,,16:20,None,,,,,0,8,8,4,0,3,3,1,,,,,,,,,,,,,,,,,,,,,3,1.6594672470539535,686.6451346808456,None,686.6451346808456,None,686.6451346808456,None,Neutral,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/snake.jpg,Animal,ArrowUp.png,,neutral,,,16:20,None,,,,,0,8,8,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,2,1.253792810609184,692.6787471232819,None,692.6787471232819,None,692.6787471232819,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/turtle.jpg,Animal,ArrowLeft.png,,neutral,,,16:20,None,,,,,0,8,8,4,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,1,1.1040175523792186,698.6454376013155,None,698.6454376013155,None,698.6454376013155,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/tapir.jpg,Animal,ArrowRight.png,,neutral,,,16:20,None,,,,,0,8,8,4,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,3,0.9390212003274883,704.6453194242106,None,704.6453194242106,None,704.6453194242106,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/tiger.jpg,Animal,ArrowRight.png,,neutral,,,16:20,None,,,,,0,8,8,4,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,3,0.6411263363104354,710.6450983186594,None,710.6450983186594,None,710.6450983186594,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,16:20,None,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/train.jpg,Vehicles,ArrowLeft.png,,ArrowRight.png,,,32:36,None,,,,,0,9,9,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1.274390522841486,716.6947233189526,None,716.6947233189526,None,716.6947233189526,None,Incongruent_opposite,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bed.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,32:36,None,,,,,0,9,9,8,0,1,1,3,,,,,,,,,,,,,,,,,,,,,1,1.9778794746016501,722.6911689152573,None,722.6911689152573,None,722.6911689152573,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/armchair.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,32:36,None,,,,,0,9,9,8,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1,2.967531500209816,728.6743170946847,None,728.6743170946847,None,728.6743170946847,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/van.jpg,Vehicles,ArrowRight.png,,ArrowRight.png,,,32:36,None,,,,,0,9,9,8,0,3,3,1,,,,,,,,,,,,,,,,,,,,,3,2.5210795111984226,734.7096898774712,None,734.7096898774712,None,734.7096898774712,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/train.jpg,Vehicles,ArrowLeft.png,,ArrowRight.png,,,32:36,None,,,,,0,9,9,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_opposite,1,1.410862206082129,740.6938045872657,None,740.6938045872657,None,740.6938045872657,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/van.jpg,Vehicles,ArrowRight.png,,ArrowRight.png,,,32:36,None,,,,,0,9,9,8,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,1,2.296905167418572,746.6606519505381,None,746.6606519505381,None,746.6606519505381,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bed.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,32:36,None,,,,,0,9,9,8,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,1,1.0866845193270365,752.676805558488,None,752.676805558488,None,752.676805558488,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/armchair.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,32:36,None,,,,,0,9,9,8,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,3,1.2313473714830252,758.6600261690444,None,758.6600261690444,None,758.6600261690444,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,32:36,None,,,,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/Chest_of_drawers.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,0,0,0,3,,,,,,,,,,,,,,,,,,,,,2,1.7945515955962037,764.7086893308654,None,764.7086893308654,None,764.7086893308654,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/chair.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,0,1,1,2,,,,,,,,,,,,,,,,,,,,,1,1.8942484991800939,770.6728928113132,None,770.6728928113132,None,770.6728928113132,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bookcase.jpg,Furniture,ArrowRight.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,0,2,2,1,,,,,,,,,,,,,,,,,,,,,3,1.8851746675206869,776.6727936950315,None,776.6727936950315,None,776.6727936950315,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bedside_table.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,0,3,3,0,,,,,,,,,,,,,,,,,,,,,1,1.5212056058762755,782.6737223969953,None,782.6737223969953,None,782.6737223969953,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bookcase.jpg,Furniture,ArrowRight.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,2,2.9733925567779806,788.6764073339011,None,788.6764073339011,None,788.6764073339011,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/chair.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,1,1.0568150361159496,794.6589845683575,None,794.6589845683575,None,794.6589845683575,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/Chest_of_drawers.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,2,1.9236866212961559,800.6589030466821,None,800.6589030466821,None,800.6589030466821,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bedside_table.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,1,0.8618025791347463,806.6586778357228,None,806.6586778357228,None,806.6586778357228,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,36:40,None,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/couch.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,1.9877406648886335,812.6906495811311,None,812.6906495811311,None,812.6906495811311,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/filling_cabinet.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1.6388712942825805,818.6713758630156,None,818.6713758630156,None,818.6713758630156,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/lectern.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,0,2,2,3,,,,,,,,,,,,,,,,,,,,,2,2.9297828591002144,824.6713421400202,None,824.6713421400202,None,824.6713421400202,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/lamp.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,0,3,3,2,,,,,,,,,,,,,,,,,,,,,1,1.4210931763425378,830.6729916343513,None,830.6729916343513,None,830.6729916343513,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/couch.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,2,1.4361793781831693,836.6747343800951,None,836.6747343800951,None,836.6747343800951,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
