corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Direction,Scrambled,trials_scrambled1.thisRepN,trials_scrambled1.thisTrialN,trials_scrambled1.thisN,trials_scrambled1.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,Scrambled_img.started,Scrambled_img.stopped,Arrow1.started,Arrow1.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.342748899944127,None,2,1.7711841000127606,10.342748899944127,None,,,,,,,,001,2022_Jan_23_1049,Gallery_fMRI_OneShotLearning,2021.2.3,144.89960630241032,
2,Images/chair.jpg,Furniture,ArrowUp.png,None,ArrowUp.png,Images/chair_scrambled.jpg,0,0,0,38,,,,,,,12.202543299994431,None,12.202543299994431,None,15.133482199977152,None,,001,2022_Jan_23_1049,Gallery_fMRI_OneShotLearning,2021.2.3,144.89960630241032,
3,Images/bus.jpg,Vehicles,ArrowRight.png,None,neutral,Images/bus_scrambled.jpg,0,1,1,22,,,,,,,16.14700689999154,None,16.14700689999154,None,19.141332099970896,None,,001,2022_Jan_23_1049,Gallery_fMRI_OneShotLearning,2021.2.3,144.89960630241032,
1,Images/cheetah.jpg,Animal,ArrowLeft.png,None,ArrowLeft.png,Images/cheetah_scrambled.jpg,0,2,2,3,,,,,,,20.154557099973317,None,20.154557099973317,None,23.137771699985024,None,,001,2022_Jan_23_1049,Gallery_fMRI_OneShotLearning,2021.2.3,144.89960630241032,
2,Images/crocodile.jpg,Animal,ArrowUp.png,right,ArrowLeft.png,Images/crocodile_scrambled.jpg,0,3,3,5,,,,,,,24.15424839995103,None,24.15424839995103,None,27.145646599994507,None,,001,2022_Jan_23_1049,Gallery_fMRI_OneShotLearning,2021.2.3,144.89960630241032,
3,Images/stool.jpg,Furniture,ArrowRight.png,None,ArrowUp.png,Images/stool_scrambled.jpg,0,4,4,46,,,,,,,28.146574599959422,None,28.146574599959422,None,31.14435149997007,None,,001,2022_Jan_23_1049,Gallery_fMRI_OneShotLearning,2021.2.3,144.89960630241032,
1,Images/skateboard.jpg,Vehicles,ArrowLeft.png,None,ArrowRight.png,Images/skateboard_scrambled.jpg,0,5,5,30,,,,,,,32.1671032999875,None,32.1671032999875,None,35.14449509995757,None,,001,2022_Jan_23_1049,Gallery_fMRI_OneShotLearning,2021.2.3,144.89960630241032,
1,Images/sofa.jpg,Furniture,ArrowLeft.png,None,ArrowUp.png,Images/sofa_scrambled.jpg,0,6,6,45,,,,,,,36.15371019998565,None,36.15371019998565,None,39.140991499996744,None,,001,2022_Jan_23_1049,Gallery_fMRI_OneShotLearning,2021.2.3,144.89960630241032,
