Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,Direction,Randomization_loop.thisRepN,Randomization_loop.thisTrialN,Randomization_loop.thisN,Randomization_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,Uncued.thisRepN,Uncued.thisTrialN,Uncued.thisN,Uncued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,thisA,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,direction_options.started,direction_options.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,8.471279100001993,None,2,0.8125923999978113,8.471279100001993,None,,,,,,,,,,,,,,,,,,,,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,None,1,rhino.jpg,Animal,ArrowLeft.png,None,None,None,,,,,0,0,0,3,0,0,0,3,,,,,,,,,,,turtle.jpg,1,1.1394657000018924,9.44672619999983,None,9.44672619999983,None,9.44672619999983,None,12.415656400000444,None,,,,,,,,,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,None,2,platypus.jpg,Animal,ArrowUp.png,None,None,None,,,,,0,0,0,3,0,1,1,2,,,,,,,,,,,van.jpg,2,1.169703200001095,13.431674600000406,None,13.431674600000406,None,13.431674600000406,None,16.417546000000584,None,,,,,,,,,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,None,1,lioness.jpg,Animal,ArrowLeft.png,None,None,None,,,,,0,0,0,3,0,2,2,0,,,,,,,,,,,crocodile.jpg,1,1.114397999997891,17.43357350000224,None,17.43357350000224,None,17.43357350000224,None,20.40259430000151,None,,,,,,,,,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,None,3,lynx.jpg,Animal,ArrowRight.png,None,None,None,,,,,0,0,0,3,0,3,3,1,,,,,,,,,,,elephant.jpg,3,0.8418922999990173,21.40462110000226,None,21.40462110000226,None,21.40462110000226,None,24.404627800002345,None,,,,,,,,,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,None,3,lynx.jpg,Animal,ArrowRight.png,None,None,None,,,,,0,0,0,3,,,,,0,0,0,1,,,,,,,turtle.jpg,,,,,,,,,28.40638890000264,None,3,1.6154771000001347,25.438879400000587,None,25.438879400000587,None,25.438879400000587,None,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,None,1,lioness.jpg,Animal,ArrowLeft.png,None,None,None,,,,,0,0,0,3,,,,,0,1,1,0,,,,,,,van.jpg,,,,,,,,,32.40823640000235,None,1,0.6013194000006479,29.40900429999965,None,29.40900429999965,None,29.40900429999965,None,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,None,2,platypus.jpg,Animal,ArrowUp.png,None,None,None,,,,,0,0,0,3,,,,,0,2,2,2,,,,,,,crocodile.jpg,,,,,,,,,36.410091400000965,None,2,0.33746179999798187,33.41084950000004,None,33.41084950000004,None,33.41084950000004,None,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,None,1,rhino.jpg,Animal,ArrowLeft.png,None,None,None,,,,,0,0,0,3,,,,,0,3,3,3,,,,,,,elephant.jpg,,,,,,,,,40.41198930000246,None,3,0.481162600000971,37.41285229999994,None,37.41285229999994,None,37.41285229999994,None,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
12:16,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
4:8,None,3,cow.jpg,Animal,ArrowRight.png,None,None,None,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,bed.jpg,3,1.886462999998912,41.42962009999974,None,41.42962009999974,None,41.42962009999974,None,44.413830000001326,None,,,,,,,,,,001,2021_Dec_01_2328,Gallery_fMRI,2021.2.3,59.878554315889005,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookcase.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
