trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Condition_rows,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,7.5368742999999085,None,1,2.4618594000003213,7.5368742999999085,None,,001,2021_Dec_01_1844,Gallery_fMRI,2021.2.3,59.847305584591766,
