Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Congruency,Direction,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,8.977220300002955,None,2,0.6680887000038638,8.977220300002955,None,,,,,,,,,,,,001,2021_Dec_02_0359,Gallery_fMRI,2021.2.3,59.77990235676129,
24:28,None,2,paragliding.jpg,Vehicles,ArrowUp.png,None,None,None,0,0,0,6,0,0,0,2,,,,,,,2,0.7569480000020121,9.713402100001986,None,9.713402100001986,None,9.713402100001986,None,12.667338600003859,None,,001,2021_Dec_02_0359,Gallery_fMRI,2021.2.3,59.77990235676129,
