text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.001246199994057,None,1,5.6124532999965595,8.001246199994057,None,,001,2021_Dec_02_0335,Gallery_fMRI,2021.2.3,60.17386636853869,
