trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Condition_rows,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,StimFile,ImgType,ArrowImg,Direction,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.088024600001518,None,1,1.4450929999584332,14.088024600001518,None,,001,2022_Jan_03_2106,Gallery_fMRI_OneShotLearning,2021.2.3,None,
