corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Direction,Scrambled,trials_scrambled1.thisRepN,trials_scrambled1.thisTrialN,trials_scrambled1.thisN,trials_scrambled1.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,Scrambled_img.started,Scrambled_img.stopped,Arrow1.started,Arrow1.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.077073799911886,None,2,2.6434019999578595,12.077073799911886,None,,,,,,,,001,2022_Feb_03_1011,Gallery_fMRI_OneShotLearning,2021.2.3,59.68007901963861,
2,Images/car.jpg,Vehicles,ArrowUp.png,None,neutral,Images/car_scrambled.jpg,0,0,0,23,,,,,,,14.778445099946111,None,14.778445099946111,None,17.763002099934965,None,,001,2022_Feb_03_1011,Gallery_fMRI_OneShotLearning,2021.2.3,59.68007901963861,
