trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.5554593000561,None,2,2.3088740000966936,8.5554593000561,None,,,,,,,,,,,,001,2021_Nov_10_1144,Gallery_fMRI,2021.2.3,60.02620746004622,
0,0,0,0,,,,,,,1,8.31362390005961,10.889156699879095,None,10.889156699879095,13.88952529989183,10.889156699879095,13.88952529989183,19.22255739988759,None,,001,2021_Nov_10_1144,Gallery_fMRI,2021.2.3,60.02620746004622,
1,0,1,0,,,,,,,3,3.3394052998628467,20.222461599856615,None,20.222461599856615,23.222310399869457,20.222461599856615,23.222310399869457,23.588919299887493,None,,001,2021_Nov_10_1144,Gallery_fMRI,2021.2.3,60.02620746004622,
