Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,False_StimFile,DurationTrial,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,16.20625509999809,None,1,1.5514702000073157,16.20625509999809,None,,,,,,,,,,,,001,2021_Nov_12_1032,Gallery_fMRI,2021.2.3,None,
28:32,None,3,tractor.jpg,Vehicles,ArrowRight.png,None,None,0,0,0,7,0,0,0,3,,,,,,,3,2.6570628999907058,17.891850300016813,None,17.891850300016813,None,17.891850300016813,None,20.810094100015704,None,,001,2021_Nov_12_1032,Gallery_fMRI,2021.2.3,None,
