text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.407538600000407,None,1,5.139539600000717,12.407538600000407,None,,001,2021_Dec_01_2155,Gallery_fMRI,2021.2.3,59.886048825713395,
