trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Condition_rows,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,StimFile,ImgType,ArrowImg,Direction,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,9.007433100006892,None,2,0.5163102000005892,9.007433100006892,None,,001,2021_Dec_02_0741,Gallery_fMRI,2021.2.3,59.809256320791754,
