Condition_rows,Condition_rows_practice,StimFile,ImgType,ArrowImg,Direction,ScrambledTrials_1.thisRepN,ScrambledTrials_1.thisTrialN,ScrambledTrials_1.thisN,ScrambledTrials_1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_2.started,polygon_2.stopped,key_resp_1.keys,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,Congruency,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,s,1.091113899999982,12.130990000000565,None,,,,,,,,,,,,001,2022_Mar_29_1556,Gallery_fMRI_OneShotLearning,2021.2.3,144.1185923072031,
24:28,None,Images/cart.jpg,Vehicles,ArrowRight.png,ArrowRight.png,,,,,0,0,0,6,0,0,0,0,,,,,12.130990000000565,None,None,13.287909300000138,None,13.287909300000138,None,13.287909300000138,None,Congruent,,001,2022_Mar_29_1556,Gallery_fMRI_OneShotLearning,2021.2.3,144.1185923072031,
24:28,None,Images/plane.jpg,Vehicles,ArrowRight.png,ArrowRight.png,,,,,0,0,0,6,0,1,1,3,,,,,,,None,19.252345300000343,None,19.252345300000343,None,19.252345300000343,None,Congruent,,001,2022_Mar_29_1556,Gallery_fMRI_OneShotLearning,2021.2.3,144.1185923072031,
24:28,None,Images/motorbike.jpg,Vehicles,ArrowUp.png,ArrowRight.png,,,,,0,0,0,6,0,2,2,1,,,,,,,None,25.25729769999998,None,25.25729769999998,None,25.25729769999998,None,Incongruent_perpendicular,,001,2022_Mar_29_1556,Gallery_fMRI_OneShotLearning,2021.2.3,144.1185923072031,
