Condition_rows,NumberLetter,corrAns,StimFile,ImgType,ArrowImg,False_StimFile,DurationTrial,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,Uncued.thisRepN,Uncued.thisTrialN,Uncued.thisN,Uncued.thisIndex,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,direction_options.started,direction_options.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,12.604757399996743,None,1,6.308745499991346,12.604757399996743,None,,,,,,,,,,,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,None,3,armchair.jpg,Furniture,ArrowRight.png,None,None,0,0,0,8,0,0,0,2,,,,,,,,,,,3,1.4201495999877807,18.978011700004572,None,18.978011700004572,None,18.978011700004572,None,21.93524459999753,None,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,None,2,bed.jpg,Furniture,ArrowUp.png,None,None,0,0,0,8,0,1,1,3,,,,,,,,,,,2,1.2729112999804784,22.943012000003364,None,22.943012000003364,None,22.943012000003364,None,25.936875599989435,None,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,None,1,van.jpg,Vehicles,ArrowLeft.png,None,None,0,0,0,8,0,2,2,1,,,,,,,,,,,1,0.6526704999851063,26.949922400002833,None,26.949922400002833,None,26.949922400002833,None,29.94196870000451,None,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,None,2,train,Vehicles,ArrowUp.png,None,None,0,0,0,8,0,3,3,0,,,,,,,,,,,2,0.7547721000155434,30.949588499992387,None,30.949588499992387,None,30.949588499992387,None,33.94343640000443,None,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,None,2,train,Vehicles,ArrowUp.png,None,None,0,0,0,8,,,,,0,0,0,0,,,,,,,,,,,,,,,37.93676430001506,None,3,1.5681949999998324,34.957018399989465,None,34.957018399989465,None,34.957018399989465,None,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,None,2,bed.jpg,Furniture,ArrowUp.png,None,None,0,0,0,8,,,,,0,1,1,3,,,,,,,,,,,,,,,41.93629410001449,None,2,1.6292806999990717,38.95057000001543,None,38.95057000001543,None,38.95057000001543,None,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,None,1,van.jpg,Vehicles,ArrowLeft.png,None,None,0,0,0,8,,,,,0,2,2,1,,,,,,,,,,,,,,,45.94312640000135,None,1,0.8395406000199728,42.942906899988884,None,42.942906899988884,None,42.942906899988884,None,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,None,3,armchair.jpg,Furniture,ArrowRight.png,None,None,0,0,0,8,,,,,0,3,3,2,,,,,,,,,,,,,,,49.936278000008315,None,3,0.9265449999948032,46.94941520001157,None,46.94941520001157,None,46.94941520001157,None,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
32:36,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
28:32,None,3,scooter.jpg,Vehicles,ArrowRight.png,None,None,0,1,1,7,0,0,0,0,,,,,,,,,,,1,0.5663791999977548,50.956149500008905,None,50.956149500008905,None,50.956149500008905,None,53.94274550001137,None,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
28:32,None,2,ship.jpg,Vehicles,ArrowUp.png,None,None,0,1,1,7,0,1,1,1,,,,,,,,,,,2,0.7259322999743745,54.94303490000311,None,54.94303490000311,None,54.94303490000311,None,57.94294370000716,None,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
28:32,None,3,tractor.jpg,Vehicles,ArrowRight.png,None,None,0,1,1,7,0,2,2,3,,,,,,,,,,,3,1.0188142000115477,58.94907420000527,None,58.94907420000527,None,58.94907420000527,None,61.94283790001646,None,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
28:32,None,1,skateboard.jpg,Vehicles,ArrowLeft.png,None,None,0,1,1,7,0,3,3,2,,,,,,,,,,,1,0.6108046000008471,62.94207670001197,None,62.94207670001197,None,62.94207670001197,None,65.9370048000128,None,,,,,,,,,,001,2021_Nov_23_1313,Gallery_fMRI,2021.2.3,144.6208980160188,
