trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,Condition_rows,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,StimFile,ImgType,ArrowImg,Direction,text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.964817599997332,None,2,0.46356269999523647,8.964817599997332,None,,001,2021_Dec_02_0740,Gallery_fMRI,2021.2.3,60.17006467250071,
