text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.954320699995151,None,2,0.6152985000007902,6.954320699995151,None,,001,2021_Dec_02_0333,Gallery_fMRI,2021.2.3,59.94165279486839,
