text.started,text.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.started,key_resp_0.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.960257399994589,None,3,3.4717722999994294,7.960257399994589,None,,001,2021_Dec_02_0333,Gallery_fMRI,2021.2.3,59.94229954185572,
