key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,10.394284199981485,12.072213599982206,None,,001,2022_Oct_24_1105,FacesNamesProffessions_Encoding,2021.2.3,59.87181445891492,
