Encoding_Name.thisRepN,Encoding_Name.thisTrialN,Encoding_Name.thisN,Encoding_Name.thisIndex,Task,corrAns,StimFile,Name,Proffession,Letter1,Letter2,Letter3,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_9.started,text_9.stopped,polygon_7.started,polygon_7.stopped,Jitter,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,image_3.started,image_3.stopped,text_8.started,text_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,s,2.270448299997952,21.61057399999845,None,,,,,,,,,,,,,,001,2022_Nov_17_1208,FacesNamesProffessions_Encoding,2021.2.3,120.86783103214988,
,,,,,,,,,,,,,,,,38.92270830000052,43.935731400000805,43.89940289999504,None,5.75,None,45.962014999997336,None,45.962014999997336,None,45.962014999997336,None,,,,,,,
