polygon_3.started,polygon_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.515535700018518,None,None,16.515535700018518,17.048983999993652,,001,2022_Oct_24_1557,FacesNamesProffessions_Encoding,2021.2.3,None,
