polygon_3.started,polygon_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.915916199970525,None,None,15.915916199970525,16.47831929998938,,001,2022_Oct_24_1601,FacesNamesProffessions_Encoding,2021.2.3,None,
