polygon_3.started,polygon_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
18.61065840005176,None,None,18.61065840005176,None,,001,2022_Oct_24_1556,FacesNamesProffessions_Encoding,2021.2.3,None,
