key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,image_4.started,image_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
None,16.96096320002107,17.521487899997737,,,,001,2022_Oct_24_1624,FacesNamesProffessions_Encoding,2021.2.3,None,
,,,16.96096320002107,None,,,,,,,
