key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,image_4.started,image_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
None,17.002289599971846,17.57928449998144,,,,001,2022_Oct_24_1625,FacesNamesProffessions_Encoding,2021.2.3,None,
,,,17.002289599971846,None,,,,,,,
