Circle.started,Circle.stopped,key_resp_Circle.keys,key_resp_Circle.started,key_resp_Circle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19.61711709998781,20.63287939998554,None,18.06427120004082,21.12236340000527,,001,2022_Oct_24_1630,FacesNamesProffessions_Encoding,2021.2.3,None,
