Circle.started,Circle.stopped,key_resp_Circle.keys,key_resp_Circle.started,key_resp_Circle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
20.182683899998665,21.246042000013404,None,17.273864199989475,20.29931899998337,,001,2022_Oct_24_1635,FacesNamesProffessions_Encoding,2021.2.3,None,
