Circle.started,Circle.stopped,key_resp_Circle.keys,key_resp_Circle.started,key_resp_Circle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
26.445463499985635,None,None,17.85526939999545,20.87554799998179,,001,2022_Oct_24_1629,FacesNamesProffessions_Encoding,2021.2.3,None,
