polygon_3.started,polygon_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17.466934300027788,None,None,17.466934300027788,18.02987900003791,,001,2022_Oct_24_1621,FacesNamesProffessions_Encoding,2021.2.3,None,
